hhid,Wave,Site,hours,days,cost,subsidy
521202011,1991,1,,,20,
521202011,1993,1,,,10,
521202011,2006,1,,,,11
521202012,1989,1,,,0,
521202013,1989,1,,,0,
521202014,1989,1,,,0,
521202014,1997,1,,,200,
521202014,2000,1,,,100,
521202015,1989,1,,,0,
521202016,1989,1,,,0,
521202016,1991,1,,,25,
521202017,1989,1,,,0,
521202017,1991,1,,,25,
521202017,1993,1,,,0,
521202018,1989,1,,,0,
521202019,1991,1,,,25,
521202020,1989,1,,,0,
521202020,1991,1,,,25,
521202042,1997,1,,,60,
521203001,1989,1,,,0,
521203002,1989,1,,,0,
521203004,1989,1,,,0,
521203011,2000,1,,,,
521203015,2004,1,,,150,
521203016,2000,1,,,30,
521203019,2000,1,,,20,
521203019,2004,1,,,100,
521203020,1989,1,,,0,
521204002,1997,1,,,10,
521204004,1989,1,0,0,0,
521204005,1989,1,0,0,0,
521204007,1989,1,,,0,
521204008,1989,1,0,0,0,
521204009,1989,1,,,0,
521204081,2006,1,,,,
522101001,1989,2,10,6,0,
522101003,1997,2,,,60,
522101003,2000,2,,,,
522101008,1989,2,,,0,
522101011,1989,2,,,0,
522101015,2000,2,,,150,
522101018,1997,2,,,,
522101020,1989,2,,,0,
522101020,1991,2,,,14,
522101062,2000,2,,,100,
522102004,1997,2,,,,
522102004,2000,2,,,,
522102004,2004,2,,,20,
522102005,1997,2,,,30,
522102014,2000,2,,,,
522102018,2006,2,,,50,
522103004,2004,2,,,30,
522103004,2006,2,,,600,
522103006,2000,2,,,2,
522103006,2006,2,,,480,
522103007,2000,2,,,5,
522103020,2006,2,,,100,
522104006,1989,2,,3,0,
522104009,2000,2,,,,
522104009,2004,2,,,50,
522104015,1993,2,,,8,
522104016,1989,2,12,2,0,
522201002,2000,2,,,70,
522201005,2000,2,,,10,
522201006,1989,2,,,0,
522201006,1991,2,,,10,
522201011,2000,2,,,30,
522201014,1993,2,,,20,
522201015,1997,2,,,80,
522201016,1989,2,,,0,
522201016,1991,2,,,10,
522201018,1989,2,,,0,
522201018,1993,2,,,,
522201020,2000,2,,,,
522201061,2000,2,,,70,
522201062,2006,2,,,90,
522202002,1997,2,,,,
522202002,2000,2,,,,3
522202003,2004,2,,,60,
522202003,2006,2,,,300,
522202005,2000,2,,,20,
522202006,2000,2,,,70,
522202008,2000,2,,,20,
522202009,2000,2,,,60,
522202012,2000,2,,,30,
522202012,2004,2,,,70,
522202015,2000,2,,,60,
522202019,2004,2,,,30,
522202019,2006,2,,,,
522202020,1993,2,,,12,
522202020,2006,2,,,,
522202061,2000,2,,,30,
522202063,2000,2,,,60,
522202064,2006,2,,,250,
522203001,1989,2,6,6,10,
522203005,1989,2,,,0,
522203007,1989,2,,,,
522203007,2000,2,,,5,
522203007,2006,2,,,48,
522203012,1997,2,,,,
522203012,2000,2,,,100,
522203013,1989,2,10,7,0,
522203020,2000,2,,,,
522203041,2000,2,,,50,
522203041,2006,2,,,80,
522203061,2000,2,,,60,
522204001,2006,2,,,180,
522204003,2006,2,,,15,
522204006,2006,2,,,300,
522204010,1997,2,,,20,
522204010,2000,2,,,16,
522204011,2000,2,,,20,
522204011,2006,2,,,100,
522204018,1997,2,,,40,
522204061,2006,2,,,10,
522204062,2000,2,,,15,
522204062,2006,2,,,50,
522301001,2004,2,,,100,
522301001,2006,2,,,103,
522301002,2004,2,,,150,
522301002,2006,2,,,250,
522301006,1993,2,,,150,0
522301006,1997,2,,,80,
522301007,1993,2,,,,0
522301008,2000,2,,,100,
522301009,2000,2,,,100,
522301010,2000,2,,,120,
522301011,2000,2,,,60,
522301012,1989,2,6,6,24,
522301012,1991,2,,,45,
522301017,1989,2,1,3,0,
522301018,1989,2,1,1,0,
522301019,1989,2,,,0,
522301042,2000,2,,,20,
522301043,2000,2,,,100,
522301102,2006,2,,,200,
522302001,1993,2,,,40,
522302002,2004,2,,,,15
522302004,2000,2,,,20,
522302004,2004,2,,,30,
522302004,2006,2,,,,
522302006,2004,2,,,100,
522302008,2000,2,,,30,
522302017,1989,2,,,0,
522302018,1989,2,,,0,
522302042,2000,2,,,20,
522302043,2000,2,,,10,
522303001,2000,2,,,20,
522303001,2004,2,,,60,
522303001,2006,2,,,,
522303002,1989,2,,0,0,
522303002,2006,2,,,,
522303003,2004,2,,,60,
522303003,2006,2,,,50,
522303004,2000,2,,,10,
522303005,2006,2,,,100,
522303008,2000,2,,,55,
522303009,2000,2,,,6,
522303009,2006,2,,,30,
522303012,1991,2,,,5,
522303013,2004,2,,,200,
522303018,1989,2,4,2,0,
522303018,2000,2,,,100,
522303043,2000,2,,,100,
522303044,2000,2,,,10,
522303044,2006,2,,,50,
522303081,2006,2,,,,
522303082,2004,2,,,50,
522303101,2006,2,,,60,
522304002,2004,2,,,30,
522304002,2006,2,,,60,
522304004,1989,2,,,0,
522304005,1993,2,,,,
522304005,2006,2,,,120,
522304007,1989,2,3,6,0,
522304009,2006,2,,,110,
522304010,2006,2,,,,14
522304011,1993,2,,,0,
522304014,1993,2,,,,
522304015,2000,2,,,20,
522304016,1997,2,,,20,
522304016,2000,2,,,10,
522304019,1989,2,,,,
522304020,1993,2,,,0,
522304031,2000,2,,,30,
522304061,2006,2,,,120,
522304101,2006,2,,,150,
522401003,1997,2,,,120,
522401012,1993,2,,,,
522401012,1997,2,,,100,
522401017,2000,2,,,200,
522401018,2000,2,,,300,
522401019,1997,2,,,,
522401019,2000,2,,,250,
522401043,2000,2,,,60,
522401043,2006,2,,,,
522401062,2000,2,,,136,
522401064,2000,2,,,,
522401101,2006,2,,,150,
522402002,2000,2,,,100,
522402003,2004,2,,,40,
522402004,1997,2,,,80,
522402004,2000,2,,,60,
522402008,2004,2,,,100,
522402010,1997,2,,,30,
522402010,2000,2,,,80,
522402015,2000,2,,,60,
522402020,2000,2,,,100,
522402020,2006,2,,,300,
522402041,1997,2,,,30,
522402082,2004,2,,,480,
522403002,1997,2,,,,
522403010,2000,2,,,60,
522403014,2000,2,,,40,
522403014,2004,2,,,,
522403016,2000,2,,,80,
522403017,2004,2,,,100,
522403062,2000,2,,,40,
522403062,2004,2,,,70,
522403081,2004,2,,,,
522404001,1997,2,,,15,
522404002,1989,2,4,6,0,
522404003,2000,2,,,20,
522404005,1989,2,,,0,
522404006,2000,2,,,,
522404009,1989,2,,,0,
522404017,1997,2,,,99,
522404020,2004,2,,,100,
522404041,2000,2,,,60,
522404041,2004,2,,,50,
